"id","treatment","group","source_cup","sex","date","stage","days"
"R2_15","heatstress","active",2,NA,2022-04-20,"n",0
"R2_15","heatstress","active",2,NA,2022-04-21,"n",1
"R2_15","heatstress","active",2,NA,2022-04-22,"n",2
"R2_15","heatstress","active",2,NA,2022-04-23,"c1",3
"R2_15","heatstress","active",2,NA,2022-04-24,"c1",4
"R2_15","heatstress","active",2,NA,2022-04-25,"c1",5
"R2_15","heatstress","active",2,NA,2022-04-26,"c2",6
"R2_15","heatstress","active",2,NA,2022-04-27,"x",7
"R2_15","heatstress","active",2,NA,2022-04-28,"x",8
"R2_15","heatstress","active",2,NA,2022-04-29,"x",9
"R2_15","heatstress","active",2,NA,2022-04-30,"x",10
"R2_15","heatstress","active",2,NA,2022-05-01,"x",11
"R2_15","heatstress","active",2,NA,2022-05-02,"x",12
"R2_15","heatstress","active",2,NA,2022-05-03,"x",13
"R2_16","heatstress","active",4,"F",2022-04-20,"c1",0
"R2_16","heatstress","active",4,"F",2022-04-21,"c1",1
"R2_16","heatstress","active",4,"F",2022-04-22,"c2",2
"R2_16","heatstress","active",4,"F",2022-04-23,"c3",3
"R2_16","heatstress","active",4,"F",2022-04-24,"c3",4
"R2_16","heatstress","active",4,"F",2022-04-25,"c4",5
"R2_16","heatstress","active",4,"F",2022-04-26,"c5",6
"R2_16","heatstress","active",4,"F",2022-04-27,"c5",7
"R2_16","heatstress","active",4,"F",2022-04-28,"c6",8
"R2_16","heatstress","active",4,"F",2022-04-29,"c6",9
"R2_16","heatstress","active",4,"F",2022-04-30,"c6",10
"R2_16","heatstress","active",4,"F",2022-05-01,"c6",11
"R2_16","heatstress","active",4,"F",2022-05-02,"c6",12
"R2_16","heatstress","active",4,"F",2022-05-03,"c6",13
"R2_20","heatstress","active",2,"F",2022-04-20,"c1",0
"R2_20","heatstress","active",2,"F",2022-04-21,"c1",1
"R2_20","heatstress","active",2,"F",2022-04-22,"c3",2
"R2_20","heatstress","active",2,"F",2022-04-23,"c3",3
"R2_20","heatstress","active",2,"F",2022-04-24,"c4",4
"R2_20","heatstress","active",2,"F",2022-04-25,"c4",5
"R2_20","heatstress","active",2,"F",2022-04-26,"c5",6
"R2_20","heatstress","active",2,"F",2022-04-27,"c6",7
"R2_20","heatstress","active",2,"F",2022-04-28,"c6",8
"R2_20","heatstress","active",2,"F",2022-04-29,"c6",9
"R2_20","heatstress","active",2,"F",2022-04-30,"c6",10
"R2_20","heatstress","active",2,"F",2022-05-01,"c6",11
"R2_20","heatstress","active",2,"F",2022-05-02,"c6",12
"R2_20","heatstress","active",2,"F",2022-05-03,"c6",13
"R2_24","heatstress","active",2,"F",2022-04-20,"c1",0
"R2_24","heatstress","active",2,"F",2022-04-21,"c1",1
"R2_24","heatstress","active",2,"F",2022-04-22,"c2",2
"R2_24","heatstress","active",2,"F",2022-04-23,"c3",3
"R2_24","heatstress","active",2,"F",2022-04-24,"c4",4
"R2_24","heatstress","active",2,"F",2022-04-25,"c4",5
"R2_24","heatstress","active",2,"F",2022-04-26,"c5",6
"R2_24","heatstress","active",2,"F",2022-04-27,"c5",7
"R2_24","heatstress","active",2,"F",2022-04-28,"c6",8
"R2_24","heatstress","active",2,"F",2022-04-29,"c6",9
"R2_24","heatstress","active",2,"F",2022-04-30,"c6",10
"R2_24","heatstress","active",2,"F",2022-05-01,"c6",11
"R2_24","heatstress","active",2,"F",2022-05-02,"c6",12
"R2_24","heatstress","active",2,"F",2022-05-03,"c6",13
"R2_26","heatstress","active",5,NA,2022-04-20,"n",0
"R2_26","heatstress","active",5,NA,2022-04-21,"n",1
"R2_26","heatstress","active",5,NA,2022-04-22,"n",2
"R2_26","heatstress","active",5,NA,2022-04-23,"n",3
"R2_26","heatstress","active",5,NA,2022-04-24,"n",4
"R2_26","heatstress","active",5,NA,2022-04-25,"x",5
"R2_26","heatstress","active",5,NA,2022-04-26,"x",6
"R2_26","heatstress","active",5,NA,2022-04-27,"x",7
"R2_26","heatstress","active",5,NA,2022-04-28,"x",8
"R2_26","heatstress","active",5,NA,2022-04-29,"x",9
"R2_26","heatstress","active",5,NA,2022-04-30,"x",10
"R2_26","heatstress","active",5,NA,2022-05-01,"x",11
"R2_26","heatstress","active",5,NA,2022-05-02,"x",12
"R2_26","heatstress","active",5,NA,2022-05-03,"x",13
"R2_33","heatstress","active",2,"M",2022-04-20,"c1",0
"R2_33","heatstress","active",2,"M",2022-04-21,"c1",1
"R2_33","heatstress","active",2,"M",2022-04-22,"c2",2
"R2_33","heatstress","active",2,"M",2022-04-23,"c3",3
"R2_33","heatstress","active",2,"M",2022-04-24,"c3",4
"R2_33","heatstress","active",2,"M",2022-04-25,"c4",5
"R2_33","heatstress","active",2,"M",2022-04-26,"c5",6
"R2_33","heatstress","active",2,"M",2022-04-27,"c5",7
"R2_33","heatstress","active",2,"M",2022-04-28,"c6",8
"R2_33","heatstress","active",2,"M",2022-04-29,"c6",9
"R2_33","heatstress","active",2,"M",2022-04-30,"c6",10
"R2_33","heatstress","active",2,"M",2022-05-01,"c6",11
"R2_33","heatstress","active",2,"M",2022-05-02,"c6",12
"R2_33","heatstress","active",2,"M",2022-05-03,"c6",13
"R2_35","heatstress","active",2,"F",2022-04-20,"n",0
"R2_35","heatstress","active",2,"F",2022-04-21,"n",1
"R2_35","heatstress","active",2,"F",2022-04-22,"n",2
"R2_35","heatstress","active",2,"F",2022-04-23,"n",3
"R2_35","heatstress","active",2,"F",2022-04-24,"c1",4
"R2_35","heatstress","active",2,"F",2022-04-25,"c1",5
"R2_35","heatstress","active",2,"F",2022-04-26,"c1",6
"R2_35","heatstress","active",2,"F",2022-04-27,"c2",7
"R2_35","heatstress","active",2,"F",2022-04-28,"c3",8
"R2_35","heatstress","active",2,"F",2022-04-29,"c3",9
"R2_35","heatstress","active",2,"F",2022-04-30,"c4",10
"R2_35","heatstress","active",2,"F",2022-05-01,"c5",11
"R2_35","heatstress","active",2,"F",2022-05-02,"c5",12
"R2_35","heatstress","active",2,"F",2022-05-03,"c6",13
"R2_40","heatstress","active",2,"M",2022-04-20,"c1",0
"R2_40","heatstress","active",2,"M",2022-04-21,"c2",1
"R2_40","heatstress","active",2,"M",2022-04-22,"c2",2
"R2_40","heatstress","active",2,"M",2022-04-23,"c3",3
"R2_40","heatstress","active",2,"M",2022-04-24,"c4",4
"R2_40","heatstress","active",2,"M",2022-04-25,"c5",5
"R2_40","heatstress","active",2,"M",2022-04-26,"c5",6
"R2_40","heatstress","active",2,"M",2022-04-27,"c6",7
"R2_40","heatstress","active",2,"M",2022-04-28,"c6",8
"R2_40","heatstress","active",2,"M",2022-04-29,"c6",9
"R2_40","heatstress","active",2,"M",2022-04-30,"c6",10
"R2_40","heatstress","active",2,"M",2022-05-01,"c6",11
"R2_40","heatstress","active",2,"M",2022-05-02,"c6",12
"R2_40","heatstress","active",2,"M",2022-05-03,"c6",13
"R2_1","heatstress","backup",4,"M",2022-04-20,"c1",0
"R2_1","heatstress","backup",4,"M",2022-04-21,"c1",1
"R2_1","heatstress","backup",4,"M",2022-04-22,"c2",2
"R2_1","heatstress","backup",4,"M",2022-04-23,"c3",3
"R2_1","heatstress","backup",4,"M",2022-04-24,"c3",4
"R2_1","heatstress","backup",4,"M",2022-04-25,"c4",5
"R2_1","heatstress","backup",4,"M",2022-04-26,"c5",6
"R2_1","heatstress","backup",4,"M",2022-04-27,"c5",7
"R2_1","heatstress","backup",4,"M",2022-04-28,"c6",8
"R2_1","heatstress","backup",4,"M",2022-04-29,"c6",9
"R2_1","heatstress","backup",4,"M",2022-04-30,"c6",10
"R2_1","heatstress","backup",4,"M",2022-05-01,"c6",11
"R2_1","heatstress","backup",4,"M",2022-05-02,"c6",12
"R2_1","heatstress","backup",4,"M",2022-05-03,"c6",13
"R2_6","heatstress","backup",2,"F",2022-04-20,"c1",0
"R2_6","heatstress","backup",2,"F",2022-04-21,"c1",1
"R2_6","heatstress","backup",2,"F",2022-04-22,"c2",2
"R2_6","heatstress","backup",2,"F",2022-04-23,"c2",3
"R2_6","heatstress","backup",2,"F",2022-04-24,"c3",4
"R2_6","heatstress","backup",2,"F",2022-04-25,"c4",5
"R2_6","heatstress","backup",2,"F",2022-04-26,"c4",6
"R2_6","heatstress","backup",2,"F",2022-04-27,"c5",7
"R2_6","heatstress","backup",2,"F",2022-04-28,"c5",8
"R2_6","heatstress","backup",2,"F",2022-04-29,"c6",9
"R2_6","heatstress","backup",2,"F",2022-04-30,"c6",10
"R2_6","heatstress","backup",2,"F",2022-05-01,"c6",11
"R2_6","heatstress","backup",2,"F",2022-05-02,"c6",12
"R2_6","heatstress","backup",2,"F",2022-05-03,"c6",13
"R2_7","heatstress","backup",4,NA,2022-04-20,"n",0
"R2_7","heatstress","backup",4,NA,2022-04-21,"n",1
"R2_7","heatstress","backup",4,NA,2022-04-22,"c1",2
"R2_7","heatstress","backup",4,NA,2022-04-23,"c1",3
"R2_7","heatstress","backup",4,NA,2022-04-24,"c2",4
"R2_7","heatstress","backup",4,NA,2022-04-25,"c2",5
"R2_7","heatstress","backup",4,NA,2022-04-26,"x",6
"R2_7","heatstress","backup",4,NA,2022-04-27,"x",7
"R2_7","heatstress","backup",4,NA,2022-04-28,"x",8
"R2_7","heatstress","backup",4,NA,2022-04-29,"x",9
"R2_7","heatstress","backup",4,NA,2022-04-30,"x",10
"R2_7","heatstress","backup",4,NA,2022-05-01,"x",11
"R2_7","heatstress","backup",4,NA,2022-05-02,"x",12
"R2_7","heatstress","backup",4,NA,2022-05-03,"x",13
"R2_8","heatstress","backup",5,NA,2022-04-20,"c1",0
"R2_8","heatstress","backup",5,NA,2022-04-21,"c1",1
"R2_8","heatstress","backup",5,NA,2022-04-22,"x",2
"R2_8","heatstress","backup",5,NA,2022-04-23,"x",3
"R2_8","heatstress","backup",5,NA,2022-04-24,"x",4
"R2_8","heatstress","backup",5,NA,2022-04-25,"x",5
"R2_8","heatstress","backup",5,NA,2022-04-26,"x",6
"R2_8","heatstress","backup",5,NA,2022-04-27,"x",7
"R2_8","heatstress","backup",5,NA,2022-04-28,"x",8
"R2_8","heatstress","backup",5,NA,2022-04-29,"x",9
"R2_8","heatstress","backup",5,NA,2022-04-30,"x",10
"R2_8","heatstress","backup",5,NA,2022-05-01,"x",11
"R2_8","heatstress","backup",5,NA,2022-05-02,"x",12
"R2_8","heatstress","backup",5,NA,2022-05-03,"x",13
"R2_13","heatstress","backup",2,"F",2022-04-20,"n",0
"R2_13","heatstress","backup",2,"F",2022-04-21,"n",1
"R2_13","heatstress","backup",2,"F",2022-04-22,"c1",2
"R2_13","heatstress","backup",2,"F",2022-04-23,"c1",3
"R2_13","heatstress","backup",2,"F",2022-04-24,"c1",4
"R2_13","heatstress","backup",2,"F",2022-04-25,"c2",5
"R2_13","heatstress","backup",2,"F",2022-04-26,"c2",6
"R2_13","heatstress","backup",2,"F",2022-04-27,"c3",7
"R2_13","heatstress","backup",2,"F",2022-04-28,"c4",8
"R2_13","heatstress","backup",2,"F",2022-04-29,"c4",9
"R2_13","heatstress","backup",2,"F",2022-04-30,"c5",10
"R2_13","heatstress","backup",2,"F",2022-05-01,"c6",11
"R2_13","heatstress","backup",2,"F",2022-05-02,"c6",12
"R2_13","heatstress","backup",2,"F",2022-05-03,"c6",13
"R2_14","heatstress","backup",4,NA,2022-04-20,"n",0
"R2_14","heatstress","backup",4,NA,2022-04-21,"n",1
"R2_14","heatstress","backup",4,NA,2022-04-22,"n",2
"R2_14","heatstress","backup",4,NA,2022-04-23,"n",3
"R2_14","heatstress","backup",4,NA,2022-04-24,"n",4
"R2_14","heatstress","backup",4,NA,2022-04-25,"x",5
"R2_14","heatstress","backup",4,NA,2022-04-26,"x",6
"R2_14","heatstress","backup",4,NA,2022-04-27,"x",7
"R2_14","heatstress","backup",4,NA,2022-04-28,"x",8
"R2_14","heatstress","backup",4,NA,2022-04-29,"x",9
"R2_14","heatstress","backup",4,NA,2022-04-30,"x",10
"R2_14","heatstress","backup",4,NA,2022-05-01,"x",11
"R2_14","heatstress","backup",4,NA,2022-05-02,"x",12
"R2_14","heatstress","backup",4,NA,2022-05-03,"x",13
"R2_18","heatstress","backup",5,NA,2022-04-20,"n",0
"R2_18","heatstress","backup",5,NA,2022-04-21,"n",1
"R2_18","heatstress","backup",5,NA,2022-04-22,"n",2
"R2_18","heatstress","backup",5,NA,2022-04-23,"n",3
"R2_18","heatstress","backup",5,NA,2022-04-24,"n",4
"R2_18","heatstress","backup",5,NA,2022-04-25,"n",5
"R2_18","heatstress","backup",5,NA,2022-04-26,"n",6
"R2_18","heatstress","backup",5,NA,2022-04-27,"n",7
"R2_18","heatstress","backup",5,NA,2022-04-28,"n",8
"R2_18","heatstress","backup",5,NA,2022-04-29,"n",9
"R2_18","heatstress","backup",5,NA,2022-04-30,"c1",10
"R2_18","heatstress","backup",5,NA,2022-05-01,"c1",11
"R2_18","heatstress","backup",5,NA,2022-05-02,"c1",12
"R2_18","heatstress","backup",5,NA,2022-05-03,"x",13
"R2_19","heatstress","backup",4,"F",2022-04-20,"n",0
"R2_19","heatstress","backup",4,"F",2022-04-21,"c1",1
"R2_19","heatstress","backup",4,"F",2022-04-22,"c1",2
"R2_19","heatstress","backup",4,"F",2022-04-23,"c1",3
"R2_19","heatstress","backup",4,"F",2022-04-24,"c2",4
"R2_19","heatstress","backup",4,"F",2022-04-25,"c3",5
"R2_19","heatstress","backup",4,"F",2022-04-26,"c3",6
"R2_19","heatstress","backup",4,"F",2022-04-27,"c4",7
"R2_19","heatstress","backup",4,"F",2022-04-28,"c4",8
"R2_19","heatstress","backup",4,"F",2022-04-29,"c5",9
"R2_19","heatstress","backup",4,"F",2022-04-30,"c6",10
"R2_19","heatstress","backup",4,"F",2022-05-01,"c6",11
"R2_19","heatstress","backup",4,"F",2022-05-02,"c6",12
"R2_19","heatstress","backup",4,"F",2022-05-03,"c6",13
"R2_31","heatstress","backup",2,NA,2022-04-20,"c1",0
"R2_31","heatstress","backup",2,NA,2022-04-21,"c1",1
"R2_31","heatstress","backup",2,NA,2022-04-22,"c2",2
"R2_31","heatstress","backup",2,NA,2022-04-23,"x",3
"R2_31","heatstress","backup",2,NA,2022-04-24,"x",4
"R2_31","heatstress","backup",2,NA,2022-04-25,"x",5
"R2_31","heatstress","backup",2,NA,2022-04-26,"x",6
"R2_31","heatstress","backup",2,NA,2022-04-27,"x",7
"R2_31","heatstress","backup",2,NA,2022-04-28,"x",8
"R2_31","heatstress","backup",2,NA,2022-04-29,"x",9
"R2_31","heatstress","backup",2,NA,2022-04-30,"x",10
"R2_31","heatstress","backup",2,NA,2022-05-01,"x",11
"R2_31","heatstress","backup",2,NA,2022-05-02,"x",12
"R2_31","heatstress","backup",2,NA,2022-05-03,"x",13
"R3_1","heatstress","active",5,"M",2022-05-07,"c1",0
"R3_1","heatstress","active",5,"M",2022-05-08,"c2",1
"R3_1","heatstress","active",5,"M",2022-05-09,"c3",2
"R3_1","heatstress","active",5,"M",2022-05-10,"c3",3
"R3_1","heatstress","active",5,"M",2022-05-11,"c4",4
"R3_1","heatstress","active",5,"M",2022-05-12,"c4",5
"R3_1","heatstress","active",5,"M",2022-05-13,"c4",6
"R3_1","heatstress","active",5,"M",2022-05-14,"c6",7
"R3_1","heatstress","active",5,"M",2022-05-15,"c6",8
"R3_1","heatstress","active",5,"M",2022-05-16,"c6",9
"R3_1","heatstress","active",5,"M",2022-05-17,"c6",10
"R3_1","heatstress","active",5,"M",2022-05-18,"c6",11
"R3_1","heatstress","active",5,"M",2022-05-19,"c6",12
"R3_1","heatstress","active",5,"M",2022-05-20,"c6",13
"R3_2","heatstress","active",5,NA,2022-05-07,"n",0
"R3_2","heatstress","active",5,NA,2022-05-08,"n",1
"R3_2","heatstress","active",5,NA,2022-05-09,"c1",2
"R3_2","heatstress","active",5,NA,2022-05-10,"c1",3
"R3_2","heatstress","active",5,NA,2022-05-11,"c1",4
"R3_2","heatstress","active",5,NA,2022-05-12,"c1",5
"R3_2","heatstress","active",5,NA,2022-05-13,"x",6
"R3_2","heatstress","active",5,NA,2022-05-14,"x",7
"R3_2","heatstress","active",5,NA,2022-05-15,"x",8
"R3_2","heatstress","active",5,NA,2022-05-16,"x",9
"R3_2","heatstress","active",5,NA,2022-05-17,"x",10
"R3_2","heatstress","active",5,NA,2022-05-18,"x",11
"R3_2","heatstress","active",5,NA,2022-05-19,"x",12
"R3_2","heatstress","active",5,NA,2022-05-20,"x",13
"R3_3","heatstress","active",5,"F",2022-05-07,"n",0
"R3_3","heatstress","active",5,"F",2022-05-08,"n",1
"R3_3","heatstress","active",5,"F",2022-05-09,"c1",2
"R3_3","heatstress","active",5,"F",2022-05-10,"c1",3
"R3_3","heatstress","active",5,"F",2022-05-11,"c3",4
"R3_3","heatstress","active",5,"F",2022-05-12,"c3",5
"R3_3","heatstress","active",5,"F",2022-05-13,"c4",6
"R3_3","heatstress","active",5,"F",2022-05-14,"c5",7
"R3_3","heatstress","active",5,"F",2022-05-15,"c5",8
"R3_3","heatstress","active",5,"F",2022-05-16,"c6",9
"R3_3","heatstress","active",5,"F",2022-05-17,"x",10
"R3_3","heatstress","active",5,"F",2022-05-18,"x",11
"R3_3","heatstress","active",5,"F",2022-05-19,"x",12
"R3_3","heatstress","active",5,"F",2022-05-20,"x",13
"R3_4","heatstress","active",5,"F",2022-05-07,"n",0
"R3_4","heatstress","active",5,"F",2022-05-08,"c1",1
"R3_4","heatstress","active",5,"F",2022-05-09,"c1",2
"R3_4","heatstress","active",5,"F",2022-05-10,"c2",3
"R3_4","heatstress","active",5,"F",2022-05-11,"c3",4
"R3_4","heatstress","active",5,"F",2022-05-12,"c3",5
"R3_4","heatstress","active",5,"F",2022-05-13,"c4",6
"R3_4","heatstress","active",5,"F",2022-05-14,"c5",7
"R3_4","heatstress","active",5,"F",2022-05-15,"c5",8
"R3_4","heatstress","active",5,"F",2022-05-16,"c5",9
"R3_4","heatstress","active",5,"F",2022-05-17,"c6",10
"R3_4","heatstress","active",5,"F",2022-05-18,"c6",11
"R3_4","heatstress","active",5,"F",2022-05-19,"c6",12
"R3_4","heatstress","active",5,"F",2022-05-20,"c6",13
"R3_5","heatstress","active",3,"F",2022-05-07,"c1",0
"R3_5","heatstress","active",3,"F",2022-05-08,"c1",1
"R3_5","heatstress","active",3,"F",2022-05-09,"c2",2
"R3_5","heatstress","active",3,"F",2022-05-10,"c3",3
"R3_5","heatstress","active",3,"F",2022-05-11,"c3",4
"R3_5","heatstress","active",3,"F",2022-05-12,"c4",5
"R3_5","heatstress","active",3,"F",2022-05-13,"c5",6
"R3_5","heatstress","active",3,"F",2022-05-14,"c5",7
"R3_5","heatstress","active",3,"F",2022-05-15,"c6",8
"R3_5","heatstress","active",3,"F",2022-05-16,"c6",9
"R3_5","heatstress","active",3,"F",2022-05-17,"c6",10
"R3_5","heatstress","active",3,"F",2022-05-18,"c6",11
"R3_5","heatstress","active",3,"F",2022-05-19,"c6",12
"R3_5","heatstress","active",3,"F",2022-05-20,"c6",13
"R3_6","control","active",4,NA,2022-05-07,"n",0
"R3_6","control","active",4,NA,2022-05-08,"n",1
"R3_6","control","active",4,NA,2022-05-09,"x",2
"R3_6","control","active",4,NA,2022-05-10,"x",3
"R3_6","control","active",4,NA,2022-05-11,"x",4
"R3_6","control","active",4,NA,2022-05-12,"x",5
"R3_6","control","active",4,NA,2022-05-13,"x",6
"R3_6","control","active",4,NA,2022-05-14,"x",7
"R3_6","control","active",4,NA,2022-05-15,"x",8
"R3_6","control","active",4,NA,2022-05-16,"x",9
"R3_6","control","active",4,NA,2022-05-17,"x",10
"R3_6","control","active",4,NA,2022-05-18,"x",11
"R3_6","control","active",4,NA,2022-05-19,"x",12
"R3_6","control","active",4,NA,2022-05-20,"x",13
"R3_7","heatstress","active",2,"F",2022-05-07,"n",0
"R3_7","heatstress","active",2,"F",2022-05-08,"c1",1
"R3_7","heatstress","active",2,"F",2022-05-09,"c1",2
"R3_7","heatstress","active",2,"F",2022-05-10,"c2",3
"R3_7","heatstress","active",2,"F",2022-05-11,"c3",4
"R3_7","heatstress","active",2,"F",2022-05-12,"c3",5
"R3_7","heatstress","active",2,"F",2022-05-13,"c4",6
"R3_7","heatstress","active",2,"F",2022-05-14,"c5",7
"R3_7","heatstress","active",2,"F",2022-05-15,"c5",8
"R3_7","heatstress","active",2,"F",2022-05-16,"c6",9
"R3_7","heatstress","active",2,"F",2022-05-17,"c6",10
"R3_7","heatstress","active",2,"F",2022-05-18,"c6",11
"R3_7","heatstress","active",2,"F",2022-05-19,"c6",12
"R3_7","heatstress","active",2,"F",2022-05-20,"c6",13
"R3_8","heatstress","backup",2,"M",2022-05-07,"c1",0
"R3_8","heatstress","backup",2,"M",2022-05-08,"c1",1
"R3_8","heatstress","backup",2,"M",2022-05-09,"c2",2
"R3_8","heatstress","backup",2,"M",2022-05-10,"c3",3
"R3_8","heatstress","backup",2,"M",2022-05-11,"c4",4
"R3_8","heatstress","backup",2,"M",2022-05-12,"c4",5
"R3_8","heatstress","backup",2,"M",2022-05-13,"c5",6
"R3_8","heatstress","backup",2,"M",2022-05-14,"c5",7
"R3_8","heatstress","backup",2,"M",2022-05-15,"c6",8
"R3_8","heatstress","backup",2,"M",2022-05-16,"c6",9
"R3_8","heatstress","backup",2,"M",2022-05-17,"c6",10
"R3_8","heatstress","backup",2,"M",2022-05-18,"c6",11
"R3_8","heatstress","backup",2,"M",2022-05-19,"c6",12
"R3_8","heatstress","backup",2,"M",2022-05-20,"c6",13
"R3_9","heatstress","active",2,NA,2022-05-07,"n",0
"R3_9","heatstress","active",2,NA,2022-05-08,"x",1
"R3_9","heatstress","active",2,NA,2022-05-09,"x",2
"R3_9","heatstress","active",2,NA,2022-05-10,"x",3
"R3_9","heatstress","active",2,NA,2022-05-11,"x",4
"R3_9","heatstress","active",2,NA,2022-05-12,"x",5
"R3_9","heatstress","active",2,NA,2022-05-13,"x",6
"R3_9","heatstress","active",2,NA,2022-05-14,"x",7
"R3_9","heatstress","active",2,NA,2022-05-15,"x",8
"R3_9","heatstress","active",2,NA,2022-05-16,"x",9
"R3_9","heatstress","active",2,NA,2022-05-17,"x",10
"R3_9","heatstress","active",2,NA,2022-05-18,"x",11
"R3_9","heatstress","active",2,NA,2022-05-19,"x",12
"R3_9","heatstress","active",2,NA,2022-05-20,"x",13
"R3_10","heatstress","active",3,"F",2022-05-07,"n",0
"R3_10","heatstress","active",3,"F",2022-05-08,"c1",1
"R3_10","heatstress","active",3,"F",2022-05-09,"c1",2
"R3_10","heatstress","active",3,"F",2022-05-10,"c2",3
"R3_10","heatstress","active",3,"F",2022-05-11,"c2",4
"R3_10","heatstress","active",3,"F",2022-05-12,"c3",5
"R3_10","heatstress","active",3,"F",2022-05-13,"c3",6
"R3_10","heatstress","active",3,"F",2022-05-14,"c4",7
"R3_10","heatstress","active",3,"F",2022-05-15,"c4",8
"R3_10","heatstress","active",3,"F",2022-05-16,"c5",9
"R3_10","heatstress","active",3,"F",2022-05-17,"c5",10
"R3_10","heatstress","active",3,"F",2022-05-18,"c6",11
"R3_10","heatstress","active",3,"F",2022-05-19,"c6",12
"R3_10","heatstress","active",3,"F",2022-05-20,"c6",13
"R3_11","control","backup",6,NA,2022-05-07,"n",0
"R3_11","control","backup",6,NA,2022-05-08,"n",1
"R3_11","control","backup",6,NA,2022-05-09,"n",2
"R3_11","control","backup",6,NA,2022-05-10,"x",3
"R3_11","control","backup",6,NA,2022-05-11,"x",4
"R3_11","control","backup",6,NA,2022-05-12,"x",5
"R3_11","control","backup",6,NA,2022-05-13,"x",6
"R3_11","control","backup",6,NA,2022-05-14,"x",7
"R3_11","control","backup",6,NA,2022-05-15,"x",8
"R3_11","control","backup",6,NA,2022-05-16,"x",9
"R3_11","control","backup",6,NA,2022-05-17,"x",10
"R3_11","control","backup",6,NA,2022-05-18,"x",11
"R3_11","control","backup",6,NA,2022-05-19,"x",12
"R3_11","control","backup",6,NA,2022-05-20,"x",13
"R3_12","heatstress","backup",5,"F",2022-05-07,"c1",0
"R3_12","heatstress","backup",5,"F",2022-05-08,"c1",1
"R3_12","heatstress","backup",5,"F",2022-05-09,"c2",2
"R3_12","heatstress","backup",5,"F",2022-05-10,"c3",3
"R3_12","heatstress","backup",5,"F",2022-05-11,"c3",4
"R3_12","heatstress","backup",5,"F",2022-05-12,"c4",5
"R3_12","heatstress","backup",5,"F",2022-05-13,"c4",6
"R3_12","heatstress","backup",5,"F",2022-05-14,"c5",7
"R3_12","heatstress","backup",5,"F",2022-05-15,"c5",8
"R3_12","heatstress","backup",5,"F",2022-05-16,"c6",9
"R3_12","heatstress","backup",5,"F",2022-05-17,"c6",10
"R3_12","heatstress","backup",5,"F",2022-05-18,"c6",11
"R3_12","heatstress","backup",5,"F",2022-05-19,"c6",12
"R3_12","heatstress","backup",5,"F",2022-05-20,"c6",13
"R3_13","control","backup",6,NA,2022-05-07,"n",0
"R3_13","control","backup",6,NA,2022-05-08,"n",1
"R3_13","control","backup",6,NA,2022-05-09,"x",2
"R3_13","control","backup",6,NA,2022-05-10,"x",3
"R3_13","control","backup",6,NA,2022-05-11,"x",4
"R3_13","control","backup",6,NA,2022-05-12,"x",5
"R3_13","control","backup",6,NA,2022-05-13,"x",6
"R3_13","control","backup",6,NA,2022-05-14,"x",7
"R3_13","control","backup",6,NA,2022-05-15,"x",8
"R3_13","control","backup",6,NA,2022-05-16,"x",9
"R3_13","control","backup",6,NA,2022-05-17,"x",10
"R3_13","control","backup",6,NA,2022-05-18,"x",11
"R3_13","control","backup",6,NA,2022-05-19,"x",12
"R3_13","control","backup",6,NA,2022-05-20,"x",13
"R3_14","control","backup",1,"F",2022-05-07,"c1",0
"R3_14","control","backup",1,"F",2022-05-08,"c1",1
"R3_14","control","backup",1,"F",2022-05-09,"c2",2
"R3_14","control","backup",1,"F",2022-05-10,"c3",3
"R3_14","control","backup",1,"F",2022-05-11,"c4",4
"R3_14","control","backup",1,"F",2022-05-12,"c4",5
"R3_14","control","backup",1,"F",2022-05-13,"c5",6
"R3_14","control","backup",1,"F",2022-05-14,"c5",7
"R3_14","control","backup",1,"F",2022-05-15,"c6",8
"R3_14","control","backup",1,"F",2022-05-16,"c6",9
"R3_14","control","backup",1,"F",2022-05-17,"c6",10
"R3_14","control","backup",1,"F",2022-05-18,"c6",11
"R3_14","control","backup",1,"F",2022-05-19,"c6",12
"R3_14","control","backup",1,"F",2022-05-20,"c6",13
"R3_15","control","active",1,"F",2022-05-07,"c1",0
"R3_15","control","active",1,"F",2022-05-08,"c1",1
"R3_15","control","active",1,"F",2022-05-09,"c2",2
"R3_15","control","active",1,"F",2022-05-10,"c3",3
"R3_15","control","active",1,"F",2022-05-11,"c3",4
"R3_15","control","active",1,"F",2022-05-12,"c4",5
"R3_15","control","active",1,"F",2022-05-13,"c5",6
"R3_15","control","active",1,"F",2022-05-14,"c5",7
"R3_15","control","active",1,"F",2022-05-15,"c6",8
"R3_15","control","active",1,"F",2022-05-16,"c6",9
"R3_15","control","active",1,"F",2022-05-17,"c6",10
"R3_15","control","active",1,"F",2022-05-18,"c6",11
"R3_15","control","active",1,"F",2022-05-19,"c6",12
"R3_15","control","active",1,"F",2022-05-20,"c6",13
"R3_16","heatstress","backup",3,NA,2022-05-07,"n",0
"R3_16","heatstress","backup",3,NA,2022-05-08,"c1",1
"R3_16","heatstress","backup",3,NA,2022-05-09,"c1",2
"R3_16","heatstress","backup",3,NA,2022-05-10,"c1",3
"R3_16","heatstress","backup",3,NA,2022-05-11,"c2",4
"R3_16","heatstress","backup",3,NA,2022-05-12,"c2",5
"R3_16","heatstress","backup",3,NA,2022-05-13,"c2",6
"R3_16","heatstress","backup",3,NA,2022-05-14,"c2",7
