"Time/Min.","Control - A1","Control - B1","Test - A2","Test - A3","Tm [°C]","p [mbar]","Salinity [g/1000g]","T_internal [°C]","rep","day_id","Test - A4","Test - B2","Test - B3","Test - A5","Test - A6","Test - B4","Test - B5","Test - B6","Test - C2","Test - C3","Test - C4","Test - C5","Control - C1","Test -B2","Test -A3","Test -B3","Test -A4","Test -B4","Test -A5","Test -A6"
413.8,87.07,86.34,86.63,85.04,18,1025.7,32,17.67,20,"R2_4_24",85.62,84.17,91.01,87.94,88.67,90.28,89.54,84.17,88.52,87.94,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
416.85,87.21,86.49,86.63,85.18,18,1025.7,32,17.67,20,"R2_4_24",85.76,84.32,91.01,88.08,88.81,90.28,89.84,84.32,88.67,88.08,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
419.88,87.36,86.63,86.78,85.18,18,1025.7,32,17.66,20,"R2_4_24",85.76,84.32,91.3,88.23,88.67,90.42,89.84,84.32,88.67,88.08,NA,NA,85.62,NA,NA,NA,NA,NA,NA,NA
422.93,87.07,86.49,86.49,84.9,18,1025.7,32,17.64,20,"R2_4_24",85.62,84.03,91.01,87.94,88.67,90.28,89.54,84.17,88.38,88.08,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
425.97,87.07,86.49,86.49,84.9,18,1025.7,32,17.66,20,"R2_4_24",85.62,84.03,91.16,87.79,88.67,90.13,89.54,84.03,88.38,88.08,NA,NA,85.33,NA,NA,NA,NA,NA,NA,NA
429.02,87.21,86.63,86.63,85.18,18,1025.7,32,17.66,20,"R2_4_24",85.76,84.32,91.3,88.23,88.67,90.42,89.84,84.17,88.67,88.08,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
432.05,87.21,86.49,86.63,84.9,18,1025.7,32,17.67,20,"R2_4_24",85.76,84.03,91.16,87.94,88.52,90.28,89.69,84.03,88.52,87.94,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
435.1,87.21,86.63,86.78,85.04,18,1025.7,32,17.67,20,"R2_4_24",85.91,84.17,91.16,87.94,88.67,90.42,89.69,84.32,88.67,88.23,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
438.13,87.21,86.49,86.78,85.04,18,1025.7,32,17.67,20,"R2_4_24",85.91,84.17,91.16,87.94,88.52,90.28,89.69,84.32,88.52,88.08,NA,NA,85.62,NA,NA,NA,NA,NA,NA,NA
441.18,87.21,86.49,86.63,85.04,18,1025.7,32,17.66,20,"R2_4_24",85.76,84.17,91.01,87.94,88.52,90.28,89.69,84.32,88.52,87.94,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
444.23,87.21,86.49,86.63,84.9,18,1025.7,32,17.69,20,"R2_4_24",85.76,84.17,91.16,87.94,88.52,90.28,89.69,84.32,88.67,87.94,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
447.27,87.21,86.63,86.49,85.04,18,1025.7,32,17.67,20,"R2_4_24",85.76,84.17,91.3,87.79,88.52,90.28,89.69,84.17,88.67,87.94,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
450.32,87.21,86.49,86.49,84.9,18,1025.7,32,17.66,20,"R2_4_24",85.76,84.03,91.01,87.79,88.52,90.13,89.54,84.17,88.52,87.94,NA,NA,85.33,NA,NA,NA,NA,NA,NA,NA
453.35,87.21,86.49,86.63,84.9,18,1025.7,32,17.66,20,"R2_4_24",85.91,84.03,91.16,87.79,88.52,90.28,89.54,84.17,88.67,87.94,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
456.4,87.07,86.63,86.63,85.04,18,1025.7,32,17.66,20,"R2_4_24",85.76,84.03,91.01,87.94,88.52,90.13,89.69,84.03,88.52,87.79,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
459.43,87.21,86.49,86.63,84.9,18,1025.7,32,17.66,20,"R2_4_24",85.62,83.89,91.01,87.79,88.38,90.28,89.54,84.17,88.52,87.79,NA,NA,85.62,NA,NA,NA,NA,NA,NA,NA
462.48,87.07,86.49,86.63,84.9,18,1025.7,32,17.67,20,"R2_4_24",85.76,83.89,91.01,87.94,88.52,90.13,89.54,84.17,88.52,87.79,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
465.52,87.21,86.49,86.78,84.9,18,1025.7,32,17.66,20,"R2_4_24",85.76,84.03,91.16,87.79,88.52,90.13,89.54,84.03,88.38,87.79,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
468.57,87.21,86.34,86.63,84.75,18,1025.7,32,17.66,20,"R2_4_24",85.76,83.89,91.01,87.65,88.23,90.13,89.54,83.89,88.52,87.79,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
471.6,87.07,86.49,86.49,84.75,18,1025.7,32,17.66,20,"R2_4_24",85.62,84.03,91.01,87.79,88.38,90.13,89.54,84.03,88.52,87.79,NA,NA,85.33,NA,NA,NA,NA,NA,NA,NA
474.65,87.21,86.49,86.63,84.75,18,1025.7,32,17.67,20,"R2_4_24",85.76,83.89,91.01,87.65,88.38,90.13,89.54,84.03,88.67,87.79,NA,NA,85.47,NA,NA,NA,NA,NA,NA,NA
352.95,93.76,89.35,87.89,89.93,18,1026.3,32,17.64,21,"R2_4_25",85.28,95.1,90.66,91.4,91.69,89.05,88.76,91.69,91.55,86.73,NA,NA,97.48,NA,NA,NA,NA,NA,NA,NA
356,93.76,89.35,88.03,89.93,18,1026.3,32,17.64,21,"R2_4_25",85.28,95.1,90.52,91.55,91.69,89.2,88.62,91.55,91.55,86.73,NA,NA,97.48,NA,NA,NA,NA,NA,NA,NA
359.05,93.91,89.49,87.89,90.08,18,1026.3,32,17.64,21,"R2_4_25",85.42,95.24,90.66,91.55,91.84,89.2,88.76,91.84,91.55,86.58,NA,NA,97.63,NA,NA,NA,NA,NA,NA,NA
362.08,93.91,89.49,88.03,90.08,18,1026.3,32,17.66,21,"R2_4_25",85.42,95.24,90.66,91.69,91.84,89.35,88.76,92.13,91.69,86.58,NA,NA,97.48,NA,NA,NA,NA,NA,NA,NA
365.13,93.91,89.35,88.03,90.08,18,1026.3,32,17.66,21,"R2_4_25",85.28,95.24,90.66,91.55,91.84,89.2,88.76,91.99,91.69,86.73,NA,NA,97.63,NA,NA,NA,NA,NA,NA,NA
368.17,93.76,89.35,87.89,89.93,18,1026.3,32,17.66,21,"R2_4_25",85.28,95.1,90.66,91.4,91.55,89.05,88.76,91.84,91.55,86.58,NA,NA,97.63,NA,NA,NA,NA,NA,NA,NA
371.22,93.76,89.2,87.89,89.93,18,1026.3,32,17.67,21,"R2_4_25",85.13,95.24,90.52,91.55,91.69,89.2,88.76,91.69,91.55,86.58,NA,NA,97.48,NA,NA,NA,NA,NA,NA,NA
374.25,94.06,89.2,88.03,89.93,18,1026.3,32,17.66,21,"R2_4_25",85.42,95.24,90.66,91.4,91.84,89.05,88.76,91.69,91.55,86.58,NA,NA,97.78,NA,NA,NA,NA,NA,NA,NA
377.3,93.91,89.35,88.03,89.78,18,1026.3,32,17.64,21,"R2_4_25",85.13,95.24,90.66,91.4,91.55,89.2,88.76,91.69,91.55,86.44,NA,NA,97.63,NA,NA,NA,NA,NA,NA,NA
380.33,93.91,89.35,88.03,89.93,18,1026.3,32,17.66,21,"R2_4_25",85.28,95.1,90.66,91.4,91.4,89.05,88.62,91.69,91.55,86.58,NA,NA,97.78,NA,NA,NA,NA,NA,NA,NA
383.38,93.91,89.35,87.89,89.93,18,1026.3,32,17.64,21,"R2_4_25",85.13,95.1,90.52,91.4,91.55,89.05,88.62,91.84,91.55,86.44,NA,NA,97.78,NA,NA,NA,NA,NA,NA,NA
386.42,93.76,89.2,87.74,89.93,18,1026.3,32,17.66,21,"R2_4_25",84.99,94.95,90.52,91.25,91.4,88.91,88.62,91.55,91.25,86.29,NA,NA,97.48,NA,NA,NA,NA,NA,NA,NA
389.47,93.91,89.35,87.74,89.93,18,1026.3,32,17.64,21,"R2_4_25",85.13,94.95,90.52,91.25,91.55,89.05,88.47,91.55,91.25,86.29,NA,NA,97.78,NA,NA,NA,NA,NA,NA,NA
392.5,93.76,89.05,87.74,89.78,18,1026.3,32,17.62,21,"R2_4_25",84.99,94.8,90.37,91.25,91.4,88.91,88.47,91.69,91.4,86.29,NA,NA,97.63,NA,NA,NA,NA,NA,NA,NA
395.55,93.91,89.35,87.89,89.93,18,1026.3,32,17.62,21,"R2_4_25",84.85,95.24,90.37,91.25,91.4,89.05,88.62,91.4,91.25,86.29,NA,NA,97.78,NA,NA,NA,NA,NA,NA,NA
398.6,93.76,89.05,87.74,89.78,18,1026.3,32,17.62,21,"R2_4_25",84.85,94.95,90.37,91.25,91.25,88.91,88.47,91.4,91.1,86.29,NA,NA,97.63,NA,NA,NA,NA,NA,NA,NA
401.63,93.91,89.35,87.89,89.93,18,1026.3,32,17.64,21,"R2_4_25",84.99,95.1,90.37,91.25,91.4,88.91,88.62,91.55,91.25,86.29,NA,NA,97.78,NA,NA,NA,NA,NA,NA,NA
404.68,93.76,89.2,87.74,89.78,18,1026.3,32,17.64,21,"R2_4_25",84.99,94.95,90.37,91.25,91.55,88.91,88.62,91.4,91.25,86.29,NA,NA,97.78,NA,NA,NA,NA,NA,NA,NA
407.72,93.76,89.2,87.89,89.78,18,1026.3,32,17.64,21,"R2_4_25",84.85,95.1,90.37,91.25,91.4,88.91,88.47,91.4,91.4,86.29,NA,NA,97.78,NA,NA,NA,NA,NA,NA,NA
410.77,93.91,89.2,87.74,89.78,18,1026.3,32,17.64,21,"R2_4_25",84.85,95.1,90.52,91.25,91.4,88.91,88.47,91.4,91.25,86.15,NA,NA,97.63,NA,NA,NA,NA,NA,NA,NA
413.8,93.91,89.2,87.89,89.64,18,1026.3,32,17.66,21,"R2_4_25",84.99,94.95,90.22,91.25,91.25,88.91,88.62,91.4,91.25,86.29,NA,NA,97.78,NA,NA,NA,NA,NA,NA,NA
416.85,93.91,89.2,87.89,89.78,18,1026.3,32,17.66,21,"R2_4_25",84.85,94.95,90.52,91.25,91.4,88.91,88.62,91.55,91.4,86.15,NA,NA,97.78,NA,NA,NA,NA,NA,NA,NA
419.88,93.91,89.2,87.74,89.78,18,1026.3,32,17.66,21,"R2_4_25",84.99,95.1,90.37,91.1,91.25,88.91,88.47,91.55,91.25,86,NA,NA,97.78,NA,NA,NA,NA,NA,NA,NA
422.93,94.06,89.49,87.89,89.93,18,1026.3,32,17.67,21,"R2_4_25",85.13,95.1,90.37,91.25,91.55,88.91,88.62,91.55,91.55,86.29,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
425.97,94.06,89.2,87.74,89.93,18,1026.3,32,17.69,21,"R2_4_25",84.99,95.1,90.37,91.25,91.4,88.91,88.62,91.55,91.25,86.15,NA,NA,97.93,NA,NA,NA,NA,NA,NA,NA
429.02,94.06,89.2,87.74,89.64,18,1026.3,32,17.67,21,"R2_4_25",84.85,95.1,90.52,91.25,91.25,88.91,88.47,91.55,91.4,86.29,NA,NA,97.93,NA,NA,NA,NA,NA,NA,NA
432.07,94.2,89.2,87.89,89.78,18,1026.3,32,17.69,21,"R2_4_25",84.99,95.24,90.52,91.25,91.25,88.91,88.62,91.55,91.4,86.15,NA,NA,97.93,NA,NA,NA,NA,NA,NA,NA
435.1,94.35,89.49,88.03,89.78,18,1026.3,32,17.69,21,"R2_4_25",85.13,95.39,90.52,91.25,91.55,89.2,88.91,91.69,91.55,86.44,NA,NA,98.23,NA,NA,NA,NA,NA,NA,NA
438.15,94.2,89.2,87.89,89.64,18,1026.3,32,17.67,21,"R2_4_25",84.99,95.24,90.52,91.25,91.25,88.91,88.62,91.4,91.25,86.15,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
441.18,94.35,89.2,87.89,89.78,18,1026.3,32,17.69,21,"R2_4_25",84.99,95.1,90.52,91.25,91.25,89.05,88.62,91.55,91.4,86.15,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
444.23,94.2,89.35,87.89,89.78,18,1026.3,32,17.69,21,"R2_4_25",84.85,95.24,90.37,91.1,91.4,88.91,88.47,91.55,91.4,86.29,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
447.27,94.2,89.35,88.03,89.93,18,1026.3,32,17.67,21,"R2_4_25",84.85,95.24,90.37,91.25,91.4,88.91,88.62,91.55,91.55,86.29,NA,NA,98.23,NA,NA,NA,NA,NA,NA,NA
450.32,94.06,89.05,87.6,89.49,18,1026.3,32,17.66,21,"R2_4_25",84.56,95.1,90.22,90.96,91.25,88.62,88.32,91.4,91.25,86,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
453.35,93.91,89.05,87.6,89.49,18,1026.3,32,17.64,21,"R2_4_25",84.56,95.1,90.22,91.1,91.1,88.47,88.32,91.25,91.1,86,NA,NA,97.93,NA,NA,NA,NA,NA,NA,NA
456.4,94.06,89.05,87.6,89.64,18,1026.3,32,17.64,21,"R2_4_25",84.56,95.1,90.08,90.96,91.1,88.47,88.32,91.25,91.25,85.86,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
459.43,94.06,89.2,87.45,89.64,18,1026.3,32,17.64,21,"R2_4_25",84.56,94.95,90.22,90.81,91.1,88.62,88.32,91.25,91.1,85.86,NA,NA,97.93,NA,NA,NA,NA,NA,NA,NA
462.48,94.06,88.91,87.45,89.49,18,1026.3,32,17.64,21,"R2_4_25",84.41,95.1,90.22,90.66,90.81,88.47,88.18,91.1,90.96,85.71,NA,NA,97.93,NA,NA,NA,NA,NA,NA,NA
465.52,94.06,89.05,87.6,89.64,18,1026.3,32,17.64,21,"R2_4_25",84.7,94.95,90.22,90.96,91.1,88.47,88.32,91.4,91.1,85.71,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
468.57,94.06,89.05,87.45,89.49,18,1026.3,32,17.64,21,"R2_4_25",84.56,94.95,90.22,90.96,91.1,88.47,88.32,91.1,91.1,85.86,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
471.62,94.06,89.05,87.6,89.64,18,1026.3,32,17.67,21,"R2_4_25",84.41,95.1,90.08,90.96,91.1,88.47,88.18,91.25,91.1,85.86,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
474.65,94.06,88.91,87.45,89.64,18,1026.3,32,17.66,21,"R2_4_25",84.7,94.95,90.22,91.1,90.96,88.47,88.32,91.25,91.1,85.86,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
477.7,94.2,89.05,87.45,89.64,18,1026.3,32,17.64,21,"R2_4_25",84.56,94.95,90.22,90.96,91.1,88.47,88.32,91.1,91.1,85.57,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
480.73,94.2,89.05,87.45,89.64,18,1026.3,32,17.64,21,"R2_4_25",84.56,94.95,90.22,90.81,91.1,88.47,88.32,91.1,91.1,85.71,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
483.78,94.06,89.05,87.45,89.64,18,1026.3,32,17.66,21,"R2_4_25",84.7,95.1,90.22,90.96,90.96,88.47,88.18,91.1,91.25,85.71,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
486.82,94.06,89.05,87.45,89.64,18,1026.3,32,17.66,21,"R2_4_25",84.41,94.95,90.08,90.66,90.96,88.47,88.03,91.1,90.96,85.57,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
489.87,93.91,88.91,87.31,89.49,18,1026.3,32,17.67,21,"R2_4_25",84.27,94.8,89.93,90.66,90.81,88.32,87.89,90.96,90.81,85.42,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
492.9,94.06,88.91,87.31,89.49,18,1026.3,32,17.66,21,"R2_4_25",84.41,94.95,90.08,90.66,90.66,88.32,88.03,90.96,90.96,85.57,NA,NA,98.08,NA,NA,NA,NA,NA,NA,NA
352.95,86.1,89.9,86.82,89.02,18,1020,32,17.66,22,"R2_4_26",90.19,85.08,88.14,87.85,88.58,90.49,85.95,87.55,86.68,86.24,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
356,85.95,89.75,86.68,88.87,18,1020,32,17.66,22,"R2_4_26",90.04,84.93,87.85,87.55,88.43,90.34,85.81,87.12,86.39,86.1,NA,NA,89.46,NA,NA,NA,NA,NA,NA,NA
359.03,85.95,89.75,86.68,88.72,18,1020,32,17.67,22,"R2_4_26",90.04,84.93,87.99,87.55,88.43,90.19,85.81,87.41,86.53,86.1,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
362.08,86.1,89.75,86.82,88.72,18,1020,32,17.66,22,"R2_4_26",89.9,85.08,87.85,87.7,88.28,90.34,85.81,87.26,86.53,86.1,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
365.12,85.95,89.9,86.82,88.72,18,1020,32,17.67,22,"R2_4_26",90.04,84.93,87.99,87.55,88.58,90.34,85.95,87.41,86.53,86.1,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
368.17,85.95,89.6,86.53,88.72,18,1020,32,17.66,22,"R2_4_26",89.9,84.93,87.85,87.41,88.43,90.34,85.81,87.26,86.39,86.1,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
371.2,85.95,89.75,86.68,88.72,18,1020,32,17.66,22,"R2_4_26",89.9,84.79,87.7,87.41,88.28,90.19,85.66,87.26,86.53,85.95,NA,NA,89.46,NA,NA,NA,NA,NA,NA,NA
374.25,85.95,89.75,86.68,88.87,18,1020,32,17.64,22,"R2_4_26",89.9,84.79,87.7,87.41,87.99,90.19,85.81,87.26,86.39,86.1,NA,NA,89.46,NA,NA,NA,NA,NA,NA,NA
377.28,85.95,89.75,86.68,88.72,18,1020,32,17.64,22,"R2_4_26",89.75,84.79,87.85,87.26,88.28,90.04,85.66,86.97,86.24,85.95,NA,NA,89.46,NA,NA,NA,NA,NA,NA,NA
380.33,85.95,89.6,86.53,88.87,18,1020,32,17.67,22,"R2_4_26",89.75,84.79,87.99,87.41,88.14,90.19,85.66,87.26,86.24,85.81,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
383.38,85.95,89.6,86.53,88.72,18,1020,32,17.67,22,"R2_4_26",89.75,84.93,87.85,87.55,88.14,90.34,85.66,87.26,86.53,85.95,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
386.42,85.95,89.75,86.68,88.72,18,1020,32,17.67,22,"R2_4_26",89.75,84.79,87.99,87.41,88.28,90.04,85.66,87.12,86.39,85.95,NA,NA,89.46,NA,NA,NA,NA,NA,NA,NA
389.47,85.95,89.6,86.53,88.72,18,1020,32,17.67,22,"R2_4_26",89.75,84.79,87.85,87.26,88.28,90.19,85.66,87.26,86.24,85.95,NA,NA,89.46,NA,NA,NA,NA,NA,NA,NA
392.5,86.1,89.75,86.68,88.72,18,1020,32,17.67,22,"R2_4_26",89.9,84.65,87.85,87.26,88.28,90.34,85.66,87.26,86.24,86.1,NA,NA,89.75,NA,NA,NA,NA,NA,NA,NA
395.55,86.1,89.75,86.68,89.02,18,1020,32,17.67,22,"R2_4_26",89.9,84.79,87.99,87.41,88.43,90.34,85.81,87.26,86.39,86.1,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
398.58,85.95,89.75,86.53,88.72,18,1020,32,17.67,22,"R2_4_26",89.75,84.65,87.85,87.26,88.14,90.19,85.81,87.12,86.24,86.1,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
401.63,85.95,89.6,86.39,88.58,18,1020,32,17.69,22,"R2_4_26",89.6,84.5,87.85,87.26,88.14,90.04,85.51,87.12,86.1,85.81,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
404.67,85.95,89.75,86.39,88.72,18,1020,32,17.69,22,"R2_4_26",89.6,84.5,87.85,87.12,87.99,90.19,85.66,87.12,86.1,85.81,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
407.72,85.95,89.75,86.53,88.72,18,1020,32,17.69,22,"R2_4_26",89.75,84.65,87.85,87.26,88.14,90.19,85.66,87.12,86.24,85.81,NA,NA,89.75,NA,NA,NA,NA,NA,NA,NA
410.75,85.81,89.6,86.39,88.72,18,1020,32,17.67,22,"R2_4_26",89.6,84.5,87.7,87.12,87.99,90.04,85.51,87.12,85.95,85.66,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
413.8,85.95,89.75,86.53,88.72,18,1020,32,17.69,22,"R2_4_26",89.6,84.65,87.99,87.26,88.14,90.34,85.66,87.26,86.1,85.81,NA,NA,89.75,NA,NA,NA,NA,NA,NA,NA
416.85,86.1,89.75,86.68,88.87,18,1020,32,17.69,22,"R2_4_26",89.75,84.79,87.99,87.26,88.28,90.34,85.81,87.26,86.24,85.81,NA,NA,89.75,NA,NA,NA,NA,NA,NA,NA
419.88,85.95,89.75,86.53,88.87,18,1020,32,17.69,22,"R2_4_26",89.75,84.65,87.99,87.26,87.99,90.04,85.51,87.26,86.1,85.81,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
422.93,85.95,89.75,86.68,88.72,18,1020,32,17.69,22,"R2_4_26",89.75,84.5,87.85,87.26,87.85,90.19,85.66,87.26,86.1,85.95,NA,NA,89.75,NA,NA,NA,NA,NA,NA,NA
425.97,85.81,89.75,86.53,88.72,18,1020,32,17.69,22,"R2_4_26",89.75,84.36,87.85,87.12,87.7,90.04,85.66,87.26,85.95,85.66,NA,NA,89.75,NA,NA,NA,NA,NA,NA,NA
429.02,85.81,89.6,86.39,88.58,18,1020,32,17.69,22,"R2_4_26",89.46,84.21,87.55,86.97,87.99,90.19,85.37,86.97,85.95,85.51,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
432.05,85.95,89.6,86.53,88.72,18,1020,32,17.71,22,"R2_4_26",89.6,84.5,87.7,86.97,87.85,90.04,85.51,87.12,85.95,85.81,NA,NA,89.75,NA,NA,NA,NA,NA,NA,NA
435.1,85.81,89.6,86.39,88.58,18,1020,32,17.69,22,"R2_4_26",89.46,84.21,87.55,86.82,87.7,89.9,85.51,87.12,85.81,85.51,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
438.13,85.95,89.6,86.53,88.72,18,1020,32,17.69,22,"R2_4_26",89.6,84.36,87.85,87.12,87.7,90.04,85.37,87.12,85.95,85.81,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
441.18,85.95,89.6,86.39,88.72,18,1020,32,17.71,22,"R2_4_26",89.46,84.21,87.7,86.82,87.85,89.9,85.37,86.97,85.81,85.51,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
444.22,85.95,89.75,86.53,88.72,18,1020,32,17.71,22,"R2_4_26",89.6,84.36,87.99,87.12,87.85,90.04,85.51,87.26,86.1,85.66,NA,NA,89.75,NA,NA,NA,NA,NA,NA,NA
447.27,85.81,89.6,86.24,88.58,18,1020,32,17.69,22,"R2_4_26",89.31,84.07,87.7,86.97,87.7,89.9,85.37,86.97,85.95,85.51,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
450.32,85.81,89.46,86.24,88.58,18,1020,32,17.69,22,"R2_4_26",89.31,84.07,87.55,86.82,87.7,89.9,85.22,86.97,85.81,85.51,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
453.35,85.95,89.6,86.39,88.72,18,1020,32,17.69,22,"R2_4_26",89.16,84.21,87.7,86.97,87.7,90.04,85.51,87.12,85.81,85.66,NA,NA,89.75,NA,NA,NA,NA,NA,NA,NA
456.4,85.95,89.6,86.24,88.58,18,1020,32,17.69,22,"R2_4_26",89.46,84.21,87.7,86.82,87.7,89.9,85.37,87.12,85.81,85.37,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
459.43,85.95,89.6,86.24,88.58,18,1020,32,17.71,22,"R2_4_26",89.46,84.07,87.7,86.82,87.7,89.9,85.37,87.12,85.66,85.51,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
462.48,85.81,89.6,86.24,88.58,18,1020,32,17.71,22,"R2_4_26",89.31,84.07,87.7,86.97,87.7,89.75,85.37,86.97,85.66,85.51,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
465.52,85.95,89.6,86.39,88.72,18,1020,32,17.71,22,"R2_4_26",89.31,84.21,87.7,86.82,87.55,89.9,85.22,86.97,85.81,85.37,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
468.57,85.81,89.6,86.39,88.58,18,1020,32,17.69,22,"R2_4_26",89.31,84.07,87.55,86.82,87.7,89.9,85.22,86.97,85.66,85.37,NA,NA,89.75,NA,NA,NA,NA,NA,NA,NA
471.6,85.81,89.6,86.24,88.58,18,1020,32,17.71,22,"R2_4_26",89.16,83.92,87.55,86.68,87.55,89.75,85.22,86.82,85.66,85.37,NA,NA,89.46,NA,NA,NA,NA,NA,NA,NA
474.65,85.66,89.46,86.24,88.43,18,1020,32,17.71,22,"R2_4_26",89.31,83.78,87.55,86.68,87.41,89.75,85.22,86.82,85.66,85.22,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
477.68,85.81,89.46,86.1,88.58,18,1020,32,17.71,22,"R2_4_26",89.02,83.92,87.7,86.68,87.41,89.9,85.08,86.97,85.51,85.22,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
480.73,85.66,89.6,86.24,88.72,18,1020,32,17.71,22,"R2_4_26",89.16,83.78,87.55,86.68,87.41,89.75,85.22,86.82,85.81,85.22,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
483.78,85.81,89.46,86.24,88.58,18,1020,32,17.69,22,"R2_4_26",89.02,83.92,87.55,86.53,87.41,89.6,85.22,86.82,85.66,85.08,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
486.82,85.81,89.31,86.1,88.58,18,1020,32,17.69,22,"R2_4_26",89.02,83.78,87.41,86.68,87.26,89.75,85.08,86.68,85.51,85.08,NA,NA,89.6,NA,NA,NA,NA,NA,NA,NA
489.87,85.66,89.46,86.1,88.43,18,1020,32,17.69,22,"R2_4_26",89.16,83.92,87.55,86.53,87.26,89.75,85.08,86.82,85.51,85.08,NA,NA,89.75,NA,NA,NA,NA,NA,NA,NA
492.9,85.66,89.31,85.95,88.28,18,1020,32,17.69,22,"R2_4_26",89.16,83.63,87.41,86.39,87.12,89.9,85.08,86.82,85.37,85.08,NA,NA,89.46,NA,NA,NA,NA,NA,NA,NA
352.97,89,93.16,89.74,86.5,18,1010.1,32,17.73,23,"R2_4_27",84.89,91.82,86.5,91.37,90.48,96.17,90.93,85.33,91.52,NA,NA,NA,100.27,NA,NA,NA,NA,NA,NA,NA
356,89,93.31,89.74,86.5,18,1010.1,32,17.73,23,"R2_4_27",84.89,91.67,86.5,91.22,90.33,96.02,90.78,85.18,91.22,NA,NA,NA,100.27,NA,NA,NA,NA,NA,NA,NA
359.05,88.85,93.31,89.74,86.5,18,1010.1,32,17.71,23,"R2_4_27",84.74,91.67,86.5,91.22,90.33,96.17,90.93,85.04,91.52,NA,NA,NA,100.42,NA,NA,NA,NA,NA,NA,NA
362.08,88.85,93.31,89.74,86.5,18,1010.1,32,17.73,23,"R2_4_27",84.74,91.67,86.5,91.37,90.33,96.17,90.78,85.18,91.37,NA,NA,NA,100.27,NA,NA,NA,NA,NA,NA,NA
365.13,89,93.31,89.74,86.65,18,1010.1,32,17.74,23,"R2_4_27",85.04,91.82,86.35,91.37,90.33,96.32,90.93,85.04,91.52,NA,NA,NA,100.42,NA,NA,NA,NA,NA,NA,NA
368.17,89.15,93.31,89.74,86.65,18,1010.1,32,17.74,23,"R2_4_27",84.89,91.82,86.5,91.37,90.33,96.32,91.08,85.18,91.52,NA,NA,NA,100.42,NA,NA,NA,NA,NA,NA,NA
371.22,88.85,93.16,89.59,86.5,18,1010.1,32,17.74,23,"R2_4_27",84.89,91.52,86.35,91.22,90.19,96.17,90.78,85.04,91.22,NA,NA,NA,100.42,NA,NA,NA,NA,NA,NA,NA
