"Time/Min.","Control - A1","Control - B1","Test - A2","Test - A3","Tm [°C]","p [mbar]","Salinity [g/1000g]","T_internal [°C]","rep","day_id","Test - A4","Test - B2","Test - B3","Test - A5","Test - A6","Test - B4","Test - B5","Test - B6","Test - C2","Test - C3","Test - C4","Test - C5","Control - C1","Test -B2","Test -A3","Test -B3","Test -A4","Test -B4","Test -A5","Test -A6"
468.57,92.17,93.06,85.99,84.39,18,1016.1,32,17.87,9,"R1_3_21",91.28,87.6,88.33,85.12,87.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471.62,92.02,92.76,85.84,84.1,18,1016.1,32,17.87,9,"R1_3_21",91.13,87.3,88.04,84.97,86.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474.65,92.02,92.61,85.84,84.1,18,1016.1,32,17.85,9,"R1_3_21",91.13,87.45,88.18,85.12,86.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477.7,91.87,92.76,85.84,83.95,18,1016.1,32,17.85,9,"R1_3_21",91.13,87.3,88.04,84.97,86.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480.73,91.87,92.76,85.84,83.95,18,1016.1,32,17.87,9,"R1_3_21",91.13,87.3,88.04,84.82,86.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483.78,91.87,92.91,85.84,83.95,18,1016.1,32,17.85,9,"R1_3_21",91.13,87.3,87.89,84.82,86.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486.82,91.87,92.76,85.84,83.95,18,1016.1,32,17.87,9,"R1_3_21",90.98,87.3,88.04,84.97,86.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489.87,91.87,92.76,85.7,83.95,18,1016.1,32,17.85,9,"R1_3_21",91.13,87.45,88.04,84.97,86.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.9,91.72,92.61,85.55,83.95,18,1016.1,32,17.87,9,"R1_3_21",90.98,87.01,87.74,84.68,86.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352.95,94.16,96.56,87.08,89.13,18,1018.7,32,17.96,10,"R1_3_22",91.34,92.82,90.31,97.01,90.31,86.06,94.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,94.01,96.26,86.79,88.98,18,1018.7,32,17.96,10,"R1_3_22",91.19,92.67,90.01,97.01,90.31,86.06,94.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359.03,94.31,96.56,87.08,89.13,18,1018.7,32,17.96,10,"R1_3_22",91.34,92.82,90.16,97.01,90.31,86.21,94.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362.08,94.31,96.56,87.08,88.98,18,1018.7,32,17.96,10,"R1_3_22",91.34,92.82,90.16,96.86,90.31,86.06,94.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365.12,94.31,96.41,86.93,88.98,18,1018.7,32,17.96,10,"R1_3_22",91.19,92.67,90.16,96.86,90.16,86.06,94.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368.17,94.16,96.56,86.93,88.84,18,1018.7,32,17.98,10,"R1_3_22",91.34,92.53,90.01,97.01,90.16,86.06,94.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371.2,94.01,96.26,86.79,88.69,18,1018.7,32,17.96,10,"R1_3_22",91.04,92.38,89.87,96.86,90.01,85.77,94.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374.25,94.16,96.56,86.93,88.69,18,1018.7,32,17.96,10,"R1_3_22",91.19,92.67,90.01,96.86,90.16,85.91,94.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377.3,94.01,96.41,86.79,88.4,18,1018.7,32,17.96,10,"R1_3_22",91.19,92.53,89.87,96.86,89.87,85.77,94.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380.33,94.16,96.41,86.93,88.69,18,1018.7,32,17.96,10,"R1_3_22",91.04,92.53,90.01,97.01,90.16,85.91,94.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383.38,94.16,96.41,86.79,88.54,18,1018.7,32,17.96,10,"R1_3_22",90.9,92.53,90.01,96.86,90.16,85.77,94.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386.42,94.16,96.26,86.64,88.4,18,1018.7,32,17.96,10,"R1_3_22",91.04,92.38,89.72,96.86,90.01,85.62,94.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389.47,94.01,96.26,86.64,88.25,18,1018.7,32,17.96,10,"R1_3_22",90.75,92.38,89.72,96.71,89.87,85.62,94.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392.5,94.16,96.41,86.64,88.4,18,1018.7,32,17.96,10,"R1_3_22",90.9,92.38,89.87,96.86,90.01,85.62,94.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395.55,94.01,96.26,86.64,88.25,18,1018.7,32,17.96,10,"R1_3_22",90.9,92.38,89.57,96.71,90.01,85.48,94.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398.58,94.16,96.41,86.64,88.1,18,1018.7,32,17.96,10,"R1_3_22",91.04,92.53,89.72,96.86,89.87,85.62,94.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401.63,94.31,96.41,86.64,88.25,18,1018.7,32,17.96,10,"R1_3_22",91.04,92.53,89.87,96.86,90.01,85.62,94.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404.67,94.31,96.26,86.64,88.1,18,1018.7,32,17.96,10,"R1_3_22",91.04,92.53,89.72,96.56,90.01,85.62,94.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407.72,94.01,96.26,86.5,87.81,18,1018.7,32,17.98,10,"R1_3_22",90.75,92.08,89.57,96.56,89.57,85.48,94.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410.77,94.16,96.26,86.64,87.96,18,1018.7,32,17.96,10,"R1_3_22",90.75,92.23,89.57,96.56,89.72,85.48,94.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413.8,94.01,96.11,86.5,87.96,18,1018.7,32,17.96,10,"R1_3_22",90.75,92.08,89.42,96.71,89.72,85.48,94.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416.85,94.16,96.26,86.5,87.81,18,1018.7,32,17.98,10,"R1_3_22",90.9,92.23,89.57,96.86,89.87,85.48,94.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419.88,94.16,96.11,86.5,87.81,18,1018.7,32,17.96,10,"R1_3_22",90.75,92.23,89.42,96.56,89.72,85.33,93.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422.93,94.16,96.26,86.64,87.96,18,1018.7,32,17.96,10,"R1_3_22",90.75,92.38,89.57,96.71,89.72,85.48,93.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425.97,94.16,96.11,86.5,87.66,18,1018.7,32,17.94,10,"R1_3_22",90.75,92.23,89.42,96.56,89.57,85.33,93.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429.02,94.31,96.26,86.5,87.66,18,1018.7,32,17.96,10,"R1_3_22",90.75,92.23,89.42,96.86,89.87,85.33,93.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432.05,94.16,96.26,86.35,87.52,18,1018.7,32,17.96,10,"R1_3_22",90.75,92.08,89.28,96.86,89.42,85.19,93.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435.1,94.01,96.11,86.21,87.52,18,1018.7,32,17.96,10,"R1_3_22",90.45,91.93,89.13,96.56,89.57,85.19,93.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438.13,94.16,96.11,86.21,87.52,18,1018.7,32,17.96,10,"R1_3_22",90.75,92.08,89.42,96.71,89.57,85.04,93.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441.18,94.16,96.11,86.21,87.37,18,1018.7,32,17.94,10,"R1_3_22",90.6,92.08,89.28,96.41,89.57,85.19,93.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444.23,94.16,96.11,86.21,87.52,18,1018.7,32,17.96,10,"R1_3_22",90.6,91.93,89.13,96.71,89.42,85.19,93.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447.27,94.16,95.96,86.06,87.23,18,1018.7,32,17.96,10,"R1_3_22",90.6,91.93,89.28,96.56,89.42,85.04,93.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450.32,94.16,95.96,86.06,87.37,18,1018.7,32,17.96,10,"R1_3_22",90.6,91.93,89.13,96.71,89.42,85.04,93.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453.35,94.16,95.96,86.06,87.23,18,1018.7,32,17.96,10,"R1_3_22",90.45,91.78,89.13,96.56,89.42,85.04,93.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456.4,94.01,96.11,86.21,87.23,18,1018.7,32,17.96,10,"R1_3_22",90.45,91.93,89.13,96.56,89.42,85.04,93.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459.43,94.16,95.96,85.91,87.23,18,1018.7,32,17.98,10,"R1_3_22",90.6,91.78,89.13,96.71,89.28,85.04,93.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.48,94.16,96.11,86.21,87.08,18,1018.7,32,17.98,10,"R1_3_22",90.6,92.08,88.98,96.71,89.42,85.04,93.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465.52,94.31,96.11,86.06,87.23,18,1018.7,32,17.96,10,"R1_3_22",90.6,92.08,89.13,96.56,89.42,85.04,93.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468.57,94.31,96.11,86.21,87.08,18,1018.7,32,17.98,10,"R1_3_22",90.6,91.93,89.13,96.41,89.42,85.04,93.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471.6,94.31,96.11,85.91,87.08,18,1018.7,32,17.98,10,"R1_3_22",90.75,91.78,89.28,96.56,89.42,85.04,93.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474.65,94.31,96.11,86.21,87.08,18,1018.7,32,17.99,10,"R1_3_22",90.6,91.93,89.13,96.71,89.42,85.04,93.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477.68,94.16,96.11,85.91,86.93,18,1018.7,32,17.98,10,"R1_3_22",90.45,91.93,89.13,96.56,89.28,84.9,93.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480.73,94.31,95.96,85.91,86.93,18,1018.7,32,17.98,10,"R1_3_22",90.6,91.78,88.98,96.56,89.13,84.9,93.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483.78,94.01,95.96,85.77,86.79,18,1018.7,32,17.96,10,"R1_3_22",90.31,91.64,88.84,96.41,89.13,84.75,93.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352.95,93.32,99.75,92.58,89.2,18,1024.6,32,17.87,11,"R1_3_23",88.32,NA,NA,91.26,90.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,93.32,99.6,92.73,89.2,18,1024.6,32,17.89,11,"R1_3_23",88.32,NA,NA,91.4,90.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359.03,93.47,99.9,92.73,89.2,18,1024.6,32,17.87,11,"R1_3_23",88.32,NA,NA,91.4,90.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362.08,93.47,99.9,92.88,89.35,18,1024.6,32,17.89,11,"R1_3_23",88.32,NA,NA,91.4,90.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365.12,93.32,99.9,92.73,89.2,18,1024.6,32,17.89,11,"R1_3_23",88.32,NA,NA,91.4,90.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368.17,93.47,99.9,92.73,89.2,18,1024.6,32,17.89,11,"R1_3_23",88.32,NA,NA,91.26,90.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371.2,93.17,99.75,92.58,89.06,18,1024.6,32,17.87,11,"R1_3_23",88.18,NA,NA,91.26,90.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374.25,93.32,99.9,92.58,89.06,18,1024.6,32,17.87,11,"R1_3_23",88.18,NA,NA,91.26,90.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377.28,93.32,99.9,92.58,89.2,18,1024.6,32,17.87,11,"R1_3_23",88.18,NA,NA,91.26,90.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380.33,93.32,99.9,92.44,88.91,18,1024.6,32,17.87,11,"R1_3_23",88.18,NA,NA,91.26,89.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383.38,93.17,99.75,92.29,88.76,18,1024.6,32,17.87,11,"R1_3_23",88.03,NA,NA,91.11,89.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386.42,93.32,99.9,92.58,89.06,18,1024.6,32,17.87,11,"R1_3_23",88.18,NA,NA,91.26,89.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389.47,93.32,99.9,92.44,88.91,18,1024.6,32,17.87,11,"R1_3_23",88.18,NA,NA,91.11,90.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392.5,93.32,99.75,92.44,88.91,18,1024.6,32,17.87,11,"R1_3_23",88.03,NA,NA,91.11,90.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395.55,93.17,99.75,92.44,88.62,18,1024.6,32,17.87,11,"R1_3_23",88.03,NA,NA,90.81,89.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398.58,93.17,99.75,92.29,88.76,18,1024.6,32,17.87,11,"R1_3_23",88.03,NA,NA,91.11,89.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401.63,93.17,99.75,92.14,88.62,18,1024.6,32,17.87,11,"R1_3_23",88.03,NA,NA,90.81,89.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404.67,93.32,99.75,92.29,88.62,18,1024.6,32,17.85,11,"R1_3_23",87.89,NA,NA,90.96,89.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407.72,93.03,99.75,91.99,88.47,18,1024.6,32,17.85,11,"R1_3_23",87.89,NA,NA,90.96,89.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410.75,93.17,99.9,92.14,88.62,18,1024.6,32,17.85,11,"R1_3_23",87.89,NA,NA,90.67,89.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413.8,93.17,99.75,92.14,88.62,18,1024.6,32,17.85,11,"R1_3_23",87.89,NA,NA,90.96,89.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416.85,93.03,99.75,91.99,88.47,18,1024.6,32,17.87,11,"R1_3_23",87.74,NA,NA,90.96,89.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419.88,93.17,99.75,91.99,88.62,18,1024.6,32,17.87,11,"R1_3_23",87.74,NA,NA,90.96,89.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422.93,93.03,99.75,91.84,88.47,18,1024.6,32,17.85,11,"R1_3_23",87.74,NA,NA,90.81,89.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425.97,93.17,99.9,91.99,88.47,18,1024.6,32,17.87,11,"R1_3_23",87.89,NA,NA,90.81,89.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429.02,93.03,99.9,91.84,88.47,18,1024.6,32,17.87,11,"R1_3_23",87.74,NA,NA,90.67,89.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432.05,93.03,99.9,91.84,88.47,18,1024.6,32,17.87,11,"R1_3_23",87.74,NA,NA,90.67,89.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435.1,92.88,99.75,91.7,88.32,18,1024.6,32,17.87,11,"R1_3_23",87.6,NA,NA,90.52,89.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438.13,93.03,99.9,91.7,88.47,18,1024.6,32,17.87,11,"R1_3_23",87.74,NA,NA,90.52,89.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441.18,93.03,99.9,91.7,88.47,18,1024.6,32,17.87,11,"R1_3_23",87.74,NA,NA,90.67,89.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444.22,93.03,99.75,91.7,88.32,18,1024.6,32,17.85,11,"R1_3_23",87.74,NA,NA,90.67,89.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447.27,93.03,99.9,91.7,88.18,18,1024.6,32,17.85,11,"R1_3_23",87.45,NA,NA,90.52,89.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450.32,93.03,99.9,91.7,88.32,18,1024.6,32,17.85,11,"R1_3_23",87.6,NA,NA,90.67,89.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453.35,93.03,99.75,91.4,88.03,18,1024.6,32,17.87,11,"R1_3_23",87.6,NA,NA,90.52,89.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456.4,93.17,99.9,91.7,88.03,18,1024.6,32,17.85,11,"R1_3_23",87.74,NA,NA,90.67,89.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459.43,92.88,99.9,91.55,88.03,18,1024.6,32,17.87,11,"R1_3_23",87.45,NA,NA,90.52,89.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462.48,93.03,99.75,91.55,88.03,18,1024.6,32,17.87,11,"R1_3_23",87.6,NA,NA,90.52,89.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465.52,93.03,100.05,91.55,88.03,18,1024.6,32,17.85,11,"R1_3_23",87.6,NA,NA,90.37,89.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468.57,92.88,99.6,91.11,87.89,18,1024.6,32,17.85,11,"R1_3_23",87.31,NA,NA,90.23,88.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471.6,92.88,99.9,91.26,88.03,18,1024.6,32,17.87,11,"R1_3_23",87.45,NA,NA,90.37,89.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474.65,92.88,99.9,91.26,87.89,18,1024.6,32,17.85,11,"R1_3_23",87.45,NA,NA,90.37,89.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477.68,93.03,100.05,91.26,87.89,18,1024.6,32,17.85,11,"R1_3_23",87.6,NA,NA,90.52,89.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480.73,93.03,100.05,91.4,87.89,18,1024.6,32,17.87,11,"R1_3_23",87.45,NA,NA,90.23,89.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483.77,92.88,99.9,91.26,87.89,18,1024.6,32,17.87,11,"R1_3_23",87.45,NA,NA,90.08,89.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486.82,93.03,99.9,91.26,87.89,18,1024.6,32,17.85,11,"R1_3_23",87.31,NA,NA,90.37,89.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489.87,92.88,99.9,91.26,87.74,18,1024.6,32,17.85,11,"R1_3_23",87.31,NA,NA,90.23,88.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492.9,92.88,99.9,91.11,87.74,18,1024.6,32,17.87,11,"R1_3_23",87.16,NA,NA,90.23,88.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495.95,92.88,99.9,91.11,87.74,18,1024.6,32,17.87,11,"R1_3_23",87.31,NA,NA,90.23,88.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498.98,92.88,99.75,90.96,87.6,18,1024.6,32,17.87,11,"R1_3_23",87.16,NA,NA,90.23,88.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502.03,93.03,99.9,91.11,87.6,18,1024.6,32,17.85,11,"R1_3_23",87.16,NA,NA,90.23,89.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352.95,91.21,93.59,93.14,89.15,18,1016.8,32,17.92,12,"R1_3_24",92.7,NA,NA,87.24,89.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355.98,91.36,93.59,93.14,89.3,18,1016.8,32,17.92,12,"R1_3_24",92.7,NA,NA,87.24,89.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359.03,91.36,93.59,93,89.15,18,1016.8,32,17.94,12,"R1_3_24",92.55,NA,NA,87.1,89.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362.08,91.36,93.59,93.14,89,18,1016.8,32,17.94,12,"R1_3_24",92.55,NA,NA,87.1,89.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365.12,91.36,93.44,93.14,89.15,18,1016.8,32,17.94,12,"R1_3_24",92.7,NA,NA,86.95,89.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368.17,91.36,93.74,93.14,89,18,1016.8,32,17.92,12,"R1_3_24",92.55,NA,NA,87.1,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371.2,91.51,93.74,93.29,89.15,18,1016.8,32,17.94,12,"R1_3_24",92.85,NA,NA,87.24,89.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374.25,91.51,93.59,93.29,89.15,18,1016.8,32,17.94,12,"R1_3_24",92.7,NA,NA,87.1,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377.28,91.36,93.59,93.44,89.15,18,1016.8,32,17.94,12,"R1_3_24",92.7,NA,NA,87.1,89.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380.33,91.36,93.44,93,89,18,1016.8,32,17.94,12,"R1_3_24",92.4,NA,NA,86.95,88.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383.37,91.36,93.44,93.14,89,18,1016.8,32,17.94,12,"R1_3_24",92.4,NA,NA,86.8,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386.42,91.36,93.59,93,89,18,1016.8,32,17.94,12,"R1_3_24",92.4,NA,NA,86.8,88.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389.45,91.21,93.29,93.14,88.86,18,1016.8,32,17.92,12,"R1_3_24",92.4,NA,NA,86.8,88.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392.5,91.36,93.44,93,89,18,1016.8,32,17.94,12,"R1_3_24",92.4,NA,NA,86.8,88.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395.55,91.36,93.44,93.14,89,18,1016.8,32,17.94,12,"R1_3_24",92.55,NA,NA,86.95,88.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398.58,91.36,93.59,93.14,88.86,18,1016.8,32,17.94,12,"R1_3_24",92.4,NA,NA,86.8,88.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401.63,91.36,93.44,93,88.86,18,1016.8,32,17.94,12,"R1_3_24",92.4,NA,NA,86.8,88.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404.67,91.21,93.59,93.14,88.86,18,1016.8,32,17.94,12,"R1_3_24",92.4,NA,NA,86.66,88.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407.72,91.36,93.44,93.14,88.86,18,1016.8,32,17.94,12,"R1_3_24",92.1,NA,NA,86.51,88.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410.75,91.36,93.59,93.14,88.86,18,1016.8,32,17.96,12,"R1_3_24",92.55,NA,NA,86.8,88.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413.8,91.21,93.44,93.14,88.71,18,1016.8,32,17.94,12,"R1_3_24",92.25,NA,NA,86.51,88.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416.83,91.36,93.59,93.29,88.86,18,1016.8,32,17.96,12,"R1_3_24",92.4,NA,NA,86.51,88.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419.88,91.36,93.44,93.14,88.86,18,1016.8,32,17.96,12,"R1_3_24",92.4,NA,NA,86.66,88.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422.92,91.21,93.29,93.14,88.71,18,1016.8,32,17.94,12,"R1_3_24",92.25,NA,NA,86.37,88.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425.97,91.36,93.44,93.14,88.71,18,1016.8,32,17.96,12,"R1_3_24",92.25,NA,NA,86.51,88.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
